lon,lat,magt_2010,magt_2023,dmagt,alt_2010,alt_2023,dalt
79.00233766189132,55.25088154977117,4.258903,4.656756,0.3978529,5.2110043,5.2382812,0.027276993
79.25386594144479,55.25088154977117,4.017091,4.722028,0.704937,5.1639137,4.972248,-0.19166565
79.49641106815706,55.25088154977117,4.315928,4.7607217,0.4447937,6.0812263,5.967494,-0.11373234
79.74793934771053,55.25088154977117,4.3876886,4.726815,0.3391266,5.566699,5.282424,-0.28427505
79.999467627264,55.25088154977117,4.3737006,4.7133455,0.3396449,5.2384186,5.2657914,0.027372837
79.999467627264,55.25088154977117,4.3737006,4.7133455,0.3396449,5.2384186,5.2657914,0.027372837
54.9993532702177,55.50240982932464,4.0482535,4.075832,0.027578354,3.2815511,4.7640514,1.4825003
54.9993532702177,55.50240982932464,4.0482535,4.075832,0.027578354,3.2815511,4.7640514,1.4825003
55.25088154977117,55.50240982932464,3.631866,3.571169,-0.06069708,4.961255,4.858886,-0.10236931
55.50240982932464,55.50240982932464,3.9953732,3.6837018,-0.3116715,4.557814,4.85325,0.2954359
55.7539381088781,55.50240982932464,3.8633125,3.9672716,0.10395908,4.9910655,5.2712398,0.28017426
55.996483235590375,55.50240982932464,4.1142406,3.850006,-0.26423454,5.1779275,4.8744845,-0.30344296
56.248011515143844,55.50240982932464,3.8389804,3.792333,-0.04664755,4.966055,4.6843176,-0.28173733
56.499539794697306,55.50240982932464,3.7069876,3.465416,-0.24157166,4.9099903,4.5311913,-0.37879896
56.751068074250774,55.50240982932464,3.5906253,3.54718,-0.04344535,4.767974,4.5023704,-0.26560354
57.002596353804236,55.50240982932464,3.7241917,3.6081355,-0.116056204,4.9010396,4.4908714,-0.41016817
57.254124633357705,55.50240982932464,3.613517,3.4686737,-0.14484334,4.758102,4.6258364,-0.13226557
57.49666976006998,55.50240982932464,3.4900281,3.479823,-0.01020503,4.7088037,4.9886208,0.2798171
57.74819803962344,55.50240982932464,3.857561,3.793867,-0.063694,4.4761677,4.986889,0.5107212
57.99972631917691,55.50240982932464,3.9371781,4.0205555,0.08337736,5.3029256,5.3792543,0.076328754
58.25125459873038,55.50240982932464,4.0079036,4.2697825,0.26187897,4.591067,5.0358105,0.44474363
